source_world_id,edge_id,source_gene,target_gene,sign,strength,abs_strength,source_outdegree,target_indegree,is_in_largest_scc,is_cycle_associated
chen_balanced_r025_t005,chen_balanced_r025_t005_e0067,7,6,1,0.12617745,0.12617745,9,5,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0068,16,6,1,0.15249498,0.15249498,5,5,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0069,0,16,1,0.12066814,0.12066814,5,8,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0070,3,16,1,0.17202044,0.17202044,4,8,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0071,6,16,1,0.13369065,0.13369065,6,8,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0072,19,16,-1,-0.18587606,0.18587606,3,8,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0073,11,16,1,0.15766456,0.15766456,5,8,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0074,9,16,1,0.11801093,0.11801093,3,8,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0075,14,16,-1,-0.11685315,0.11685315,7,8,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0076,4,16,-1,-0.11425083,0.11425083,5,8,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0077,18,8,-1,-0.11813762,0.11813762,5,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0078,7,8,1,0.1094943,0.1094943,9,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0079,4,8,-1,-0.1277184,0.1277184,5,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0080,1,8,-1,-0.16397569,0.16397569,4,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0081,17,8,1,0.14157583,0.14157583,6,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0082,16,8,-1,-0.12725672,0.12725672,5,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0083,14,1,-1,-0.18461838,0.18461838,7,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0084,8,1,1,0.11030148,0.11030148,1,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0085,6,1,1,0.18451762,0.18451762,6,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0086,11,1,-1,-0.13834259,0.13834259,5,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0087,7,1,1,0.11694092,0.11694092,9,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0088,17,1,1,0.10595762,0.10595762,6,6,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0089,3,7,-1,-0.10680059,0.10680059,4,5,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0090,18,7,-1,-0.17532471,0.17532471,5,5,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0091,14,7,1,0.15063902,0.15063902,7,5,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0092,6,7,-1,-0.12690087,0.12690087,6,5,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0093,9,7,-1,-0.18094183,0.18094183,3,5,True,NA
chen_balanced_r025_t005,chen_balanced_r025_t005_e0094,19,0,-1,-0.14086949,0.14086949,3,1,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0000,16,19,-1,-0.14739904,0.14739904,9,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0001,12,19,-1,-0.12486247,0.12486247,8,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0002,8,19,-1,-0.16469866,0.16469866,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0003,4,19,-1,-0.10680696,0.10680696,7,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0004,15,19,-1,-0.13567543,0.13567543,4,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0005,11,9,-1,-0.16246945,0.16246945,3,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0006,12,9,-1,-0.15946843,0.15946843,8,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0007,17,9,1,0.18393684,0.18393684,5,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0008,0,9,-1,-0.152662,0.152662,4,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0009,5,9,1,0.17662489,0.17662489,5,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0010,10,9,-1,-0.10717467,0.10717467,4,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0011,1,9,1,0.17089056,0.17089056,6,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0012,18,9,-1,-0.15413311,0.15413311,5,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0013,6,10,1,0.13334427,0.13334427,5,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0014,19,10,-1,-0.18766185,0.18766185,3,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0015,13,10,1,0.10473267,0.10473267,3,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0016,14,10,-1,-0.19813171,0.19813171,5,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0017,12,10,1,0.13099974,0.13099974,8,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0018,7,10,-1,-0.1771418,0.1771418,4,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0019,1,12,1,0.17928016,0.17928016,6,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0020,14,12,-1,-0.13076824,0.13076824,5,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0021,16,12,-1,-0.13770038,0.13770038,9,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0022,15,12,-1,-0.15976656,0.15976656,4,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0023,9,12,-1,-0.13136358,0.13136358,4,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0024,8,12,-1,-0.1258983,0.1258983,5,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0025,4,8,-1,-0.16975578,0.16975578,7,4,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0026,14,8,-1,-0.14760678,0.14760678,5,4,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0027,13,8,1,0.12587883,0.12587883,3,4,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0028,16,8,1,0.16800107,0.16800107,9,4,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0029,2,13,-1,-0.18757121,0.18757121,5,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0030,4,13,-1,-0.14290342,0.14290342,7,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0031,1,13,-1,-0.15213555,0.15213555,6,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0032,18,13,1,0.16679347,0.16679347,5,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0033,9,13,1,0.16212577,0.16212577,4,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0034,12,13,-1,-0.13926017,0.13926017,8,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0035,16,13,-1,-0.18299187,0.18299187,9,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0036,17,13,-1,-0.18771678,0.18771678,5,8,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0037,6,0,-1,-0.19166656,0.19166656,5,2,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0038,2,0,1,0.14232815,0.14232815,5,2,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0039,16,7,-1,-0.11365289,0.11365289,9,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0040,5,7,-1,-0.12988889,0.12988889,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0041,17,7,1,0.19760328,0.19760328,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0042,6,7,-1,-0.12392188,0.12392188,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0043,8,7,1,0.11955975,0.11955975,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0044,16,5,1,0.18780742,0.18780742,9,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0045,1,5,-1,-0.13175871,0.13175871,6,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0046,0,5,1,0.12647298,0.12647298,4,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0047,17,5,-1,-0.19296054,0.19296054,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0048,6,5,-1,-0.12420841,0.12420841,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0049,4,1,-1,-0.19337986,0.19337986,7,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0050,8,1,-1,-0.16672423,0.16672423,5,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0051,10,1,-1,-0.12067567,0.12067567,4,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0052,18,15,-1,-0.16314984,0.16314984,5,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0053,11,15,-1,-0.1936745,0.1936745,3,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0054,2,15,-1,-0.10349554,0.10349554,5,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0055,9,4,-1,-0.13532708,0.13532708,4,7,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0056,1,4,-1,-0.11336508,0.11336508,6,7,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0057,16,4,-1,-0.1329025,0.1329025,9,7,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0058,2,4,-1,-0.18690816,0.18690816,5,7,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0059,5,4,1,0.18017696,0.18017696,5,7,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0060,12,4,1,0.15353222,0.15353222,8,7,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0061,0,4,-1,-0.12658715,0.12658715,4,7,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0062,9,16,-1,-0.13420516,0.13420516,4,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0063,12,16,1,0.13029522,0.13029522,8,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0064,7,16,-1,-0.18353153,0.18353153,4,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0065,10,16,-1,-0.19754523,0.19754523,4,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0066,4,16,1,0.18200841,0.18200841,7,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0067,15,16,-1,-0.15294778,0.15294778,4,6,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0068,4,6,-1,-0.14029493,0.14029493,7,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0069,10,6,-1,-0.1132262,0.1132262,4,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0070,5,6,1,0.19705501,0.19705501,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0071,11,6,-1,-0.16376583,0.16376583,3,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0072,0,6,-1,-0.17259018,0.17259018,4,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0073,12,18,-1,-0.15961999,0.15961999,8,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0074,8,18,-1,-0.135096,0.135096,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0075,17,18,-1,-0.15296996,0.15296996,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0076,19,18,1,0.11932306,0.11932306,3,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0077,14,18,-1,-0.13715853,0.13715853,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0078,7,14,1,0.12844056,0.12844056,4,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0079,13,14,1,0.17119722,0.17119722,3,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0080,2,14,1,0.10597743,0.10597743,5,3,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0081,18,3,1,0.19018407,0.19018407,5,2,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0082,6,3,1,0.17134598,0.17134598,5,2,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0083,3,17,-1,-0.11180147,0.11180147,1,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0084,12,17,1,0.1605025,0.1605025,8,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0085,15,17,-1,-0.12922957,0.12922957,4,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0086,16,17,1,0.16739041,0.16739041,9,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0087,5,17,-1,-0.17942948,0.17942948,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0088,18,2,1,0.15202616,0.15202616,5,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0089,16,2,-1,-0.19635262,0.19635262,9,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0090,19,2,-1,-0.14693975,0.14693975,3,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0091,7,2,1,0.12798071,0.12798071,4,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0092,4,2,-1,-0.13771678,0.13771678,7,5,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0093,14,11,1,0.18560947,0.18560947,5,2,True,NA
chen_repression_biased_r025_t001,chen_repression_biased_r025_t001_e0094,1,11,-1,-0.13102199,0.13102199,6,2,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0000,1,11,-1,-0.15130936,0.15130936,7,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0001,8,11,-1,-0.18036443,0.18036443,6,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0002,12,11,1,0.16085991,0.16085991,4,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0003,2,11,-1,-0.1862228,0.1862228,2,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0004,7,17,-1,-0.1863979,0.1863979,5,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0005,9,17,1,0.15135244,0.15135244,5,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0006,16,17,-1,-0.14975327,0.14975327,3,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0007,5,17,-1,-0.12099255,0.12099255,3,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0008,15,14,1,0.13417441,0.13417441,7,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0009,4,14,-1,-0.15895475,0.15895475,6,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0010,1,14,1,0.17513493,0.17513493,7,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0011,9,0,1,0.11181466,0.11181466,5,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0012,15,0,-1,-0.1094146,0.1094146,7,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0013,2,0,1,0.11318823,0.11318823,2,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0014,3,0,1,0.16367365,0.16367365,4,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0015,10,0,1,0.19925085,0.19925085,7,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0016,15,5,-1,-0.18188703,0.18188703,7,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0017,19,5,1,0.17814746,0.17814746,4,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0018,18,5,-1,-0.12382393,0.12382393,5,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0019,1,5,-1,-0.18740667,0.18740667,7,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0020,13,19,1,0.16243672,0.16243672,6,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0021,14,19,1,0.1043563,0.1043563,2,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0022,4,19,-1,-0.16009084,0.16009084,6,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0023,3,13,-1,-0.11379544,0.11379544,4,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0024,10,13,-1,-0.19750113,0.19750113,7,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0025,9,13,1,0.11397315,0.11397315,5,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0026,15,10,-1,-0.11113462,0.11113462,7,8,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0027,11,10,-1,-0.17887331,0.17887331,5,8,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0028,17,10,-1,-0.11091199,0.11091199,6,8,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0029,6,10,1,0.11651289,0.11651289,3,8,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0030,3,10,-1,-0.1605133,0.1605133,4,8,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0031,12,10,-1,-0.14383508,0.14383508,4,8,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0032,18,10,-1,-0.15548369,0.15548369,5,8,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0033,8,10,1,0.15986339,0.15986339,6,8,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0034,7,16,-1,-0.18566476,0.18566476,5,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0035,4,16,-1,-0.11516111,0.11516111,6,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0036,10,16,1,0.15403584,0.15403584,7,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0037,5,16,-1,-0.17677402,0.17677402,3,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0038,8,16,-1,-0.10855704,0.10855704,6,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0039,12,16,-1,-0.11791704,0.11791704,4,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0040,9,16,-1,-0.10795254,0.10795254,5,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0041,6,18,-1,-0.17077166,0.17077166,3,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0042,11,18,-1,-0.16516854,0.16516854,5,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0043,13,18,1,0.13303534,0.13303534,6,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0044,1,12,-1,-0.16650473,0.16650473,7,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0045,18,12,-1,-0.12327194,0.12327194,5,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0046,4,12,-1,-0.17187502,0.17187502,6,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0047,13,12,-1,-0.1484444,0.1484444,6,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0048,19,12,-1,-0.19372135,0.19372135,4,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0049,17,12,-1,-0.18301035,0.18301035,6,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0050,3,12,-1,-0.19919194,0.19919194,4,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0051,4,3,-1,-0.18449789,0.18449789,6,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0052,9,3,-1,-0.16784792,0.16784792,5,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0053,14,3,1,0.12494278,0.12494278,2,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0054,0,3,-1,-0.16736919,0.16736919,5,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0055,19,3,-1,-0.17093745,0.17093745,4,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0056,18,3,1,0.17075486,0.17075486,5,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0057,1,3,1,0.17542615,0.17542615,7,7,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0058,8,6,1,0.12555803,0.12555803,6,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0059,10,6,-1,-0.11301207,0.11301207,7,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0060,16,6,1,0.16615184,0.16615184,3,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0061,17,6,-1,-0.1579256,0.1579256,6,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0062,0,15,-1,-0.10954863,0.10954863,5,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0063,4,15,-1,-0.1661135,0.1661135,6,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0064,11,15,-1,-0.19994948,0.19994948,5,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0065,16,15,-1,-0.10532887,0.10532887,3,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0066,11,9,-1,-0.17750486,0.17750486,5,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0067,7,9,-1,-0.14386923,0.14386923,5,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0068,6,9,-1,-0.16595929,0.16595929,3,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0069,17,9,1,0.15599845,0.15599845,6,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0070,8,9,-1,-0.16481159,0.16481159,6,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0071,13,1,-1,-0.19960607,0.19960607,6,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0072,10,1,1,0.15098104,0.15098104,7,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0073,19,1,1,0.10584911,0.10584911,4,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0074,7,1,-1,-0.11067615,0.11067615,5,4,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0075,15,8,-1,-0.10422983,0.10422983,7,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0076,11,8,-1,-0.16014495,0.16014495,5,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0077,17,8,1,0.15466939,0.15466939,6,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0078,18,8,-1,-0.14495953,0.14495953,5,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0079,1,8,-1,-0.14068106,0.14068106,7,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0080,0,8,-1,-0.15788149,0.15788149,5,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0081,13,7,-1,-0.15881583,0.15881583,6,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0082,10,7,-1,-0.1895834,0.1895834,7,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0083,0,7,1,0.10149563,0.10149563,5,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0084,15,7,-1,-0.18404768,0.18404768,7,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0085,17,7,-1,-0.15064265,0.15064265,6,5,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0086,8,2,1,0.15371384,0.15371384,6,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0087,12,2,-1,-0.18377444,0.18377444,4,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0088,10,2,1,0.17180866,0.17180866,7,3,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0089,15,4,1,0.13937635,0.13937635,7,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0090,0,4,1,0.14274011,0.14274011,5,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0091,1,4,1,0.12814748,0.12814748,7,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0092,7,4,-1,-0.17664038,0.17664038,5,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0093,5,4,1,0.14569595,0.14569595,3,6,True,NA
chen_repression_biased_r025_t007,chen_repression_biased_r025_t007_e0094,13,4,-1,-0.19911648,0.19911648,6,6,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0000,3,7,-1,-0.22207097,0.22207097,3,3,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0001,1,7,1,0.39539898,0.39539898,3,3,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0002,9,7,1,0.29689429,0.29689429,2,3,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0003,19,8,1,0.24150753,0.24150753,1,4,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0004,11,8,1,0.26329047,0.26329047,3,4,False,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0005,18,8,-1,-0.26773876,0.26773876,2,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0006,6,8,-1,-0.39965561,0.39965561,2,4,True,NA
stress_balanced_r010_t001,stress_balanced_r010_t001_e0007,17,2,-1,-0.38193888,0.38193888,3,3,True,NA
